id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
401,1.3148702999863747e-24,1.1210387714598537e-44,0.0,2.74561648971418e-38,1.8843260449775815e-41,0.0,5.5794183733464776e-39,3.3657745215144466e-36,1.3068509478293244e-41,6.482057183991081e-22,1.639519203260036e-43,5.605193857299268e-45,0.0,1.3862443149225756e-39,1.401298464324817e-45,0.0,2.7246847340331743e-40,7.704759346397142e-41,3.932163080054286e-31,3.6433760072445244e-44,1.0,0.0,1.3332654238818472e-40,7.712682215619777e-22,8.805166635907849e-30,2.8834814454647426e-37,2.2701035122062037e-43,0.0,2.174815216632116e-42,0.0,0.0,7.575868093014748e-36,0.0,1.5294986071697465e-34,0.0,4.2504916044799065e-34,0.0,0.0,7.258787388444127e-36,6.989521759593856e-30,0.0,2.5547873845827334e-38,0.0,8.720280343493337e-42,7.261430551238699e-40,1.2611686178923354e-44,1.8215478737758297e-41,8.688050478813866e-44,2.605547513444911e-35,7.04853127555383e-43,0.0,8.63976498871325e-31,0.0,2.6489891133275835e-38,3.029522538379189e-32,3.8193254997421355e-35,0.0,0.0,0.0,1.2611686178923354e-44,1.2855051697262715e-23,0.0,0.0,0.0,2.2469064174277706e-39,2.868353369091195e-29,0.0,0.0,0.0,0.0,2.228064558276459e-43,1.8636709056134337e-40,0.0,0.0,4.521364058336021e-19,3.6433760072445244e-44,0.0,0.0,4.6130508682184446e-36,1.5275362581715218e-38,1.1101614309117906e-34,0.0,0.0,0.0,4.840180884243914e-26,0.0,0.0,0.0,0.0,2.91189820886697e-42,3.9796876386824805e-43,1.8117765858353802e-28,1.7391655370581737e-39,1.352903043921058e-32,0.0,0.0,0.0,2.1168014602090687e-41,3.5032461608120427e-44
402,0.0,2.519335654474087e-39,8.32861742271455e-41,3.9410118010671155e-41,9.211098022568976e-38,0.0,1.9143680124184731e-22,1.0712716564993578e-39,0.0,2.387409090135876e-30,7.006492321624085e-45,1.0034184164157169e-33,0.0,1.0483783900647617e-31,3.073748181496486e-41,0.0,1.401298464324817e-45,2.881448643439679e-36,1.1654368393802583e-36,1.4091010170139956e-24,3.6405595094351086e-37,0.0,1.0312397529594338e-30,1.0324498896797878e-34,1.8201003324621822e-39,1.2791059493868164e-32,0.0,8.08128824376122e-42,1.47640559572733e-37,4.203895392974451e-45,6.051632750321372e-36,1.5048900232361406e-34,2.6859781799554714e-37,4.22669592028748e-39,0.0,0.0,4.7505484127809234e-26,4.344025239406933e-44,0.0,9.162196026232465e-34,1.5610464892578462e-41,0.0,0.0,4.212230467163937e-22,2.326327124037911e-32,1.2594876693250868e-23,5.465064010866787e-44,1.948595495852005e-33,0.0,3.923635700109488e-44,2.894880409837321e-35,0.0,3.653775737045091e-30,0.0,0.0,0.0,0.0,5.8452511267914436e-36,1.537863228097853e-36,3.783505853677006e-44,1.0,0.0,5.174310254591502e-25,0.0,0.0,5.338947149077553e-43,8.468813723645276e-23,7.461465907021067e-40,6.176222981511631e-41,0.0,2.8275260283299726e-40,1.401298464324817e-45,4.203895392974451e-45,3.783505853677006e-44,6.33653152583039e-41,0.0,0.0,7.337573411731087e-29,3.2510124372335756e-43,7.602825398461188e-35,6.428791895682765e-37,1.566361834505045e-33,0.0,0.0,2.8157691342142874e-41,0.0,1.401298464324817e-45,7.74578516153718e-39,8.626393346383574e-42,0.0,0.0,1.5769585135799474e-37,8.979577836044438e-32,0.0,0.0,3.0109540915441797e-37,1.0201169421683243e-36,9.80908925027372e-45,3.5425661024639376e-36
403,0.0,0.0,0.0,3.369907204937334e-31,0.0,0.0,0.0,0.0,0.0,2.956326392372931e-35,7.634468151573639e-29,0.0,2.2945427283142475e-27,0.0,4.11851427754314e-40,0.0,0.0,0.0,2.802596928649634e-45,0.0,1.3197989456396857e-40,9.962404622005121e-34,4.8045157368579613e-39,1.7893544428564314e-39,2.228064558276459e-43,3.218957888668665e-34,0.0,1.6712249823138493e-39,0.0,0.0,0.0,2.581542452371917e-30,1.1350517561031018e-43,1.410764403607147e-37,0.0,4.731063875253447e-41,0.0,0.0,0.0,0.0,0.0,8.501250443078985e-37,0.0,0.0,3.457003311489324e-42,5.605193857299268e-45,1.0,0.0,0.0,0.0,0.0,1.9363785949631085e-16,9.784256444523787e-27,6.446274850643825e-30,3.389130393194749e-30,4.89028187305533e-37,2.826595267101903e-17,0.0,0.0,0.0,3.399989942084799e-33,0.0,5.084799313159862e-29,0.0,2.181519467837939e-30,2.7629843739035076e-23,6.032790410432762e-32,0.0,0.0,0.0,0.0,0.0,1.0537764451722624e-42,0.0,7.35604448601305e-21,3.588106956823188e-25,0.0,4.8064537326341226e-43,1.281325766084446e-28,0.0,2.13924132063279e-32,0.0,0.0,4.182025602851873e-26,0.0,0.0,0.0,0.0,1.1012324132818352e-26,0.0,0.0,2.4771930940076325e-25,0.0,3.14753212841627e-36,0.0,0.0,0.0,1.2287277767088799e-28,0.0
405,0.0,6.65272262116942e-32,1.757051262241307e-37,6.345738041185573e-20,6.544073334805678e-36,0.0,1.8792821908064926e-30,1.401298464324817e-45,0.0,1.8067843536750892e-38,1.1008725588388677e-31,1.3872854796815689e-43,6.990587468190795e-23,0.0,7.093141563108954e-32,3.363116314379561e-44,0.0,8.156624851800251e-39,8.407790785948902e-45,5.140467101859595e-34,1.642461930035118e-41,4.421102714233615e-30,3.42301280709802e-32,1.349999885115214e-33,3.006501101336187e-37,3.690694332735707e-34,2.1753345808012006e-32,1.5939528483590816e-30,1.6989730256411535e-33,2.686891046024814e-29,2.0008105875735464e-33,4.846221121217103e-34,6.008124424722282e-32,1.6325267239230551e-40,1.0816428562832198e-20,0.0,6.394280094426446e-15,5.431256279632331e-35,2.895844781155851e-25,2.4490595984029534e-34,1.537023749424233e-37,2.9987787136551085e-41,3.271973059662946e-39,3.810136422088645e-31,5.969531458023721e-43,1.6762332474680522e-28,2.3731825788264286e-36,4.865411066494277e-34,2.7186115064887906e-39,1.4387131333222897e-41,1.401298464324817e-45,9.98650820936127e-38,5.056684191090128e-25,4.3846628948723526e-42,0.0,8.048918249235317e-41,0.0,8.907776947879252e-36,8.369821106927856e-25,4.908052915972143e-38,2.541452941641643e-29,5.9308004653008e-37,1.59998556059914e-28,1.3312638091554056e-38,2.1853369816184924e-35,2.2420775429197073e-44,4.266285404501585e-39,1.719550788936267e-33,2.359801467686714e-38,2.382207389352189e-44,2.698319303426903e-39,4.259947331547444e-43,2.1117567857374993e-42,8.647999532352272e-33,0.0,4.75040179406113e-43,0.0,2.802596928649634e-45,0.0,1.0,1.0159413866354924e-42,2.7997526713259073e-27,6.547312598756586e-38,1.401298464324817e-45,3.465069745969363e-38,1.664951766753267e-30,0.0,7.503086401750595e-33,7.42688186092153e-44,1.0771859767978871e-38,8.94496099678066e-36,9.676276485889794e-28,4.0290105361778554e-29,7.567011707354012e-44,1.2159359409185424e-31,0.0,2.5898602923693503e-13,4.8905316404936116e-43,1.412877054981824e-35
406,0.0,1.2611686178923354e-44,0.0,0.0,8.153281048741826e-35,7.006492321624085e-45,1.4272658520705595e-26,4.203895392974451e-45,0.0,1.5650820494688983e-35,2.2658996168132292e-42,9.251494430490777e-37,6.73788020445005e-30,4.0634397618412646e-32,4.149734691032299e-26,1.4080160671720022e-31,1.5285572162066596e-37,1.5998624567196436e-41,8.04233214645299e-40,2.7467263980127434e-31,6.586943561405235e-41,9.137969051597851e-27,1.0,8.755479672791337e-26,1.5428401735051271e-21,1.8875996860406127e-25,7.025690110585335e-41,2.513329016632728e-37,6.993455325890904e-34,2.6279404686908417e-25,4.776394759535584e-38,3.1809475140173348e-43,6.151700258385947e-43,1.0213406645039258e-34,1.0047700971659183e-34,5.450920705466356e-39,1.7483700503521795e-25,1.9226012233360267e-37,1.2726712705453214e-25,0.0,2.4378389383858843e-41,0.0,2.4847824369407656e-41,1.248230072680895e-35,3.569152478601676e-36,0.0,3.182079664596844e-31,4.317427283387101e-34,2.802596928649634e-45,1.887573918506255e-37,0.0,6.455058394617455e-38,3.342096837414689e-42,1.6815581571897805e-44,3.4287150191303058e-37,7.94108514775858e-34,5.875783469721619e-38,3.501045722057053e-33,0.0,1.0089348943138683e-43,1.121679288172315e-36,9.466157528957147e-29,4.460670194911708e-25,5.969743358673584e-32,1.1703157615432347e-35,3.183049461713822e-41,4.343905619133759e-28,2.0427059261478916e-15,9.338974735863198e-36,0.0,5.823526197732167e-22,2.439788424809453e-36,3.258935355890823e-22,2.3404650622813728e-37,1.0462234464495517e-40,2.3261554507791963e-43,0.0,2.1350220254009466e-21,4.015494841310632e-28,7.279901166831722e-33,7.766369034672963e-34,0.0,7.069550752518702e-42,0.0,0.0,0.0,0.0,7.677420013358165e-39,2.804070798854218e-27,0.0,5.610665927802457e-39,7.134530083348215e-38,9.087963684431211e-38,3.6689475812012106e-28,0.0,4.935447628326431e-37,1.5143817031714998e-25,6.565390443869429e-32,8.926271217749085e-43
407,0.0,6.231106739928845e-33,7.274140328310125e-42,1.784150023352495e-21,3.03875916014076e-39,0.0,1.3672624453917057e-27,3.613220736915517e-37,4.372051208693429e-43,2.5735900522185946e-36,1.975473210917755e-32,1.3675325971622428e-36,1.4423658201012248e-20,2.318030879228469e-36,2.2701128847486788e-27,2.069283429283814e-39,0.0,3.8571833588211747e-23,1.401298464324817e-43,8.455507777364513e-32,5.4436365654722047e-36,1.6811700087255502e-36,2.7926883964010813e-29,3.085892708757299e-33,1.4376031883505122e-35,6.936324980305684e-36,9.16021967792627e-38,9.982785329284354e-36,5.1373406380653454e-30,3.2805860911957515e-31,6.3178048849633615e-31,4.092602107575023e-35,1.666722052429398e-33,1.133375567756076e-26,2.1354527813205207e-22,1.401298464324817e-45,1.5191374608786429e-18,1.0562440936526202e-35,6.612578750878386e-29,3.1015359300440474e-40,0.0,3.7512048789074517e-33,7.398771813727175e-40,1.6125876480741773e-38,3.6145563425078345e-38,5.627142720112088e-19,2.5348386512205266e-30,6.66094931838365e-32,5.0927749200787786e-30,1.8273352364334912e-39,3.136246093005373e-41,3.59495824326455e-32,3.7739584728650874e-16,1.0068473518041647e-31,1.401298464324817e-45,7.259096041806995e-35,0.0,1.1002848116634566e-31,4.270429947307927e-28,5.4431911431371405e-39,2.0611367592375912e-25,3.3476653172522227e-38,1.6604029135639168e-24,2.6232307252160576e-42,1.1184357194325239e-37,5.6192068419425165e-43,6.333221658857655e-39,1.9357068952495939e-38,6.856231087294535e-40,0.0,5.0715219488473406e-39,6.165713243029195e-43,7.42688186092153e-44,3.987506884113413e-40,0.0,1.4153114489680652e-43,0.0,4.203895392974451e-45,1.401298464324817e-45,1.0,2.650391814776415e-32,1.5690921396583997e-29,1.9197788961249994e-43,1.877964149949547e-40,1.4696431695098449e-33,4.7289513897925084e-37,1.401298464324817e-45,1.6407338487689127e-38,1.354731915056839e-39,4.557250737374297e-38,4.90454462513686e-43,9.199343779666447e-21,4.157594581821825e-33,2.037304037446855e-31,1.3617421443047075e-31,2.802596928649634e-45,9.111245833765665e-25,5.605193857299268e-45,6.954092166849123e-39
414,1.2171683806238223e-33,6.666603267131887e-35,1.0720093784836924e-35,5.64204552793358e-23,2.348117217365803e-23,6.032668232488673e-33,2.3304994760186033e-41,5.497148197616167e-32,1.401298464324817e-45,1.5939812718124845e-31,1.2846691871425776e-18,1.1222433948821136e-36,8.997479016335144e-30,3.3865758601795194e-26,1.7108097449009553e-24,3.0661237726040335e-37,3.4750702356397574e-33,6.466155713884593e-27,1.0857453936851377e-23,1.5668025580293257e-26,0.0,1.0402846075954517e-27,1.0280509550645238e-35,1.1945854617340454e-36,2.3643662681673142e-32,1.0494441630381943e-34,6.736941155916648e-25,7.681337777362112e-32,7.479132310427686e-26,6.897503138600724e-37,9.466478688874893e-21,3.255048176810831e-40,5.973433045132568e-16,7.943044917246592e-35,3.531272130098539e-43,6.742655427655797e-23,4.752674812274142e-37,1.401298464324817e-45,1.314277829690246e-41,0.0,1.401298464324817e-45,0.0,5.425328764416802e-28,6.912823118154396e-25,7.902672963036011e-26,1.2307660464103441e-38,2.0915296764858802e-29,7.352156219012945e-39,1.1259334518765059e-32,1.2810868747047635e-18,1.0772196210486918e-20,1.2586169653025488e-31,3.6951856267938894e-19,7.110592150638695e-07,7.988064848608038e-23,1.2413323428548935e-16,4.713722190352598e-10,9.431836253641951e-29,5.689271765158757e-43,2.802596928649634e-45,3.511655272686042e-30,4.104386378635068e-28,8.022005893506178e-27,1.8874749782248537e-26,1.3602883946803182e-22,2.067899176902961e-26,2.0581901665413644e-24,6.289725893911145e-27,6.156122577147829e-22,0.9999992847442627,6.21754626123395e-25,6.340259478979323e-29,1.0965641161292645e-22,1.143947939205107e-17,1.138713706301533e-26,7.247292904169299e-23,2.776882702739471e-34,7.713552139871618e-24,2.1663795246048623e-26,7.189556338707649e-36,6.485311889560057e-31,7.371394829232494e-31,1.22206818684228e-39,1.928161885270229e-20,1.3051251641939625e-31,8.477969807839856e-27,6.737709001836123e-11,4.8171159472299327e-26,2.575346057827157e-21,5.841672778953755e-31,2.8957235983636506e-31,1.091017188412168e-25,1.2344197197194033e-30,5.395643578635939e-30,2.58292882086269e-38,2.5142314618120633e-35,8.173113586570823e-27,1.2588568369807042e-24,1.0056978726681234e-18
421,0.0,0.0,1.3766965718468855e-30,9.895969755061858e-42,3.2229864679470793e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.520935937320346e-42,0.0,0.0,0.0,0.0,2.802596928649634e-45,0.0,4.9886355245507305e-30,0.0,1.5274153261140506e-43,0.0,0.0,0.0,6.58610278232664e-44,8.783353151808849e-32,2.153532878496112e-36,0.0,0.0,1.3592595103950726e-43,0.0,1.1210387714598537e-44,0.0,2.6106190390371342e-42,0.0,1.600592634077173e-32,2.9368749526950954e-39,5.45642494529813e-35,9.528829557408756e-44,1.3595694385994724e-28,0.0,4.540207024412407e-43,7.361385170698989e-40,0.0,0.0,0.0,5.041579557951632e-34,0.0,0.0,7.397065086786655e-30,0.0,0.0,0.0,3.4191682529525537e-43,0.0,0.0,1.159103962891032e-31,4.1705205082621215e-35,9.296908413520668e-32,1.011077479665821e-39,5.254869241218064e-43,2.6624670822171524e-44,9.911922355893486e-32,0.0,4.464062147419154e-38,0.0,2.307528391082964e-24,8.04781063438492e-29,3.3896108224379074e-29,1.95420879939346e-40,0.0,2.3569602881783907e-29,1.3535592930297634e-31,0.0,1.401298464324817e-45,1.1768692980000986e-21,7.1337445714810534e-37,2.802596928649634e-45,0.0,0.0,0.0,2.5119871332232905e-37,0.0,2.6624670822171524e-44,2.1882940374110713e-24,1.0355595651360398e-42,1.0,4.71312725491009e-41,6.267370440123639e-39,0.0,0.0,0.0,0.0,5.605193857299268e-45,1.401298464324817e-45,1.7145614839794384e-31,0.0,1.6675451725465323e-42
422,1.9072931523912817e-19,8.094222228586938e-40,5.567778728305946e-28,7.762425159290459e-35,1.3791506278932101e-31,3.9414180386009087e-29,2.2576319558737128e-41,1.0898737300312922e-33,6.165222228047296e-37,2.8911302279115074e-26,1.5065097717996272e-34,0.0,7.09236762233035e-29,1.9481010438549154e-37,0.0,8.862514940219234e-39,2.275708706063503e-42,9.080414048824815e-43,2.680514111423016e-28,5.351856508107357e-32,5.194793890812181e-27,1.5149437697815597e-41,1.401298464324817e-45,5.7840115498470505e-28,6.374814009989541e-32,8.952332058709892e-29,5.699841241555247e-34,1.6671247830072349e-41,1.401298464324817e-45,0.0,0.0,1.5212919126082007e-29,4.922059662260271e-30,7.812057549892479e-29,0.0,7.046414332004163e-29,0.0,9.325641280081658e-42,1.0469099625217145e-34,4.371911078846997e-41,0.0,2.1773509209548454e-33,0.0,5.967849899866531e-40,4.302224506216124e-40,2.1062794410576252e-29,1.044437663668229e-25,0.0,2.3614541590955385e-40,6.4105570646769026e-34,0.0,1.9067432904942443e-31,1.2721018489493883e-35,4.7720956413156995e-31,2.9625883655472716e-15,3.010068134603095e-38,9.903617018107186e-30,0.0,0.0,2.0122020608816553e-31,3.102717104612161e-23,3.0631896957569373e-31,1.1478172628637798e-32,2.382207389352189e-44,2.1914456025989687e-37,1.0,6.58610278232664e-44,1.171485516175547e-42,3.994189624560907e-25,5.605193857299268e-44,1.9632079687825164e-22,7.463154270905987e-32,5.9144928220968e-28,3.633238085933496e-35,4.045361157937944e-24,9.910729607778421e-21,2.9889452374601315e-31,6.502165004313584e-41,2.787892062874992e-26,0.0,5.83445564036905e-33,0.0,2.1018215796254364e-39,2.872199423372648e-40,1.793309937043496e-33,2.3360550312261467e-25,2.3400948077483295e-33,6.3140604579114125e-34,4.503606148819524e-31,0.0,0.0,3.1297433775710227e-34,4.796850645468492e-36,8.373458973572944e-41,0.0,0.0,1.6214424530702458e-41,1.0073754127947354e-35,7.21872400975224e-35
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0785829167293576e-36,1.3312335411085762e-43,0.0,0.0,0.0,2.3366651892616325e-41,0.0,1.8357009882655104e-42,0.0,4.68493691515782e-17,0.0,0.0,5.0808700109028515e-40,0.0,0.0,7.481283332531544e-32,3.2210246500970245e-39,0.0,9.839019569157658e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.342803953062041e-43,0.0,0.0,3.231304274107778e-15,0.0,0.0,0.0,0.0,0.0,2.6624670822171524e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5073519653125144e-40,0.0,3.208973483303831e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.802596928649634e-45,9.80908925027372e-45,0.0,4.053505799705569e-37,0.0,0.0,1.436819347911858e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.324934164434305e-44,0.0,0.0,1.605614199007092e-31,0.0,0.0,0.0,6.452659047890534e-34,0.0,1.0,0.0
429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8552921497316656e-37,0.0,0.0,2.154495178177533e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.307558942568741e-35,0.0,0.0,0.0,0.0,1.2311088252696131e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.612975748234501e-31,0.0,0.0,0.0,0.0,7.025175834048928e-39,0.0,0.0,1.5035664201609197e-24,0.0,9.328475212286047e-35,0.0,0.0,0.0,0.0,1.174988762336359e-41,0.0,0.0,1.4443770204648737e-33,0.0,0.0,0.0,3.587324068671532e-43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.736388809417882e-43,0.0,0.0,0.0,0.0,4.0637655465419695e-44,0.0,0.0,0.0,0.0,1.4724283743739448e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0.0,3.011311747753826e-36,3.1340617489591836e-38,9.10844001811131e-44,3.0130842876240457e-34,9.59843205213177e-40,0.0,0.0,0.0,2.6816837315346935e-33,3.477549626292979e-27,0.0,0.0,0.0,6.1236742890994506e-43,0.0,3.4716205360303887e-37,0.0,0.0,1.015296789341903e-40,0.0,1.0,3.161353157590681e-39,7.701536359929195e-42,8.547920632381384e-44,1.1361857462623933e-32,0.0,0.0,0.0,3.979382716136643e-37,6.920995627095437e-36,6.253423316508214e-39,7.596034055900582e-37,0.0,2.5660306187333357e-37,0.0,1.3257395735254628e-31,0.0,0.0,8.17759352381175e-31,0.0,0.0,0.0,0.0,3.2802995751379643e-41,0.0,2.4425366379052215e-35,0.0,0.0,0.0,0.0,9.081220192289526e-35,0.0,0.0,2.802596928649634e-45,0.0,9.705863632855712e-33,0.0,0.0,0.0,0.0,0.0,1.401298464324817e-45,0.0,9.454020688226168e-24,0.0,3.4387592004491775e-31,5.605193857299268e-45,6.444968453242096e-31,0.0,0.0,0.0,1.8355428776746485e-33,0.0,4.624284932271896e-43,2.239558882691093e-36,0.0,1.5188155013865506e-37,2.830055914192429e-34,0.0,0.0,0.0,0.0,3.2791701285757185e-39,0.0,0.0,0.0,0.0,6.88845390729462e-32,0.0,0.0,0.0,2.802596928649634e-45,0.0,0.0,0.0,8.407790785948902e-45,2.4726373582428105e-29,5.7491916994175015e-27
434,0.0,1.2443530363204376e-42,0.0,0.0,3.7110161235980976e-38,0.0,1.5596451907935214e-42,0.0,0.0,9.80908925027372e-44,0.0,1.6631832183872573e-27,8.547920632381384e-44,4.249769700801053e-38,0.0,7.211896492098233e-28,0.0,0.0,0.0,5.24786274889644e-42,5.273366380947152e-41,3.769492869033758e-42,1.7105555098223445e-25,3.934044375067579e-28,1.3809134579964208e-32,9.001380815436895e-41,0.0,0.0,1.4442894441253534e-17,1.0,1.941745853535565e-34,0.0,1.0831474411532917e-32,3.535996475184861e-33,9.626920449911493e-43,0.0,4.469811242297313e-35,2.717777188903412e-20,9.942118012791533e-29,8.352719756300937e-41,0.0,0.0,1.401298464324817e-45,0.0,0.0,0.0,5.288472378392573e-40,0.0,1.2709777071426091e-42,1.3151990993526316e-35,0.0,0.0,9.167710145106309e-36,0.0,4.680336870844889e-43,3.133609213204978e-22,0.0,6.710355356638936e-38,0.0,0.0,8.660164639373802e-41,0.0,2.005008176513945e-30,0.0,3.763901055895235e-35,1.045172472601308e-40,0.0,0.0,2.2630970198845796e-42,0.0,2.9212655280037585e-24,0.0,2.7613427018599115e-40,0.0,0.0,0.0,0.0,0.0,0.0,2.624992247428254e-27,3.147675201897429e-29,0.0,0.0,0.0,5.2126060795340275e-40,0.0,0.0,0.0,1.1268869706495647e-34,0.0,0.0,4.287552911294643e-41,1.9036989952244848e-30,1.2671571328178265e-27,0.0,0.0,5.17599015066122e-40,0.0,1.401298464324817e-45
439,0.0,5.794355136998475e-40,3.3911422836660573e-43,0.0,1.7555063371864139e-34,1.3676673011810215e-42,0.0,0.0,0.0,1.213012089738704e-32,1.33034837463435e-33,0.0,1.1012804631128737e-41,0.0,2.382207389352189e-44,0.0,1.474541952847686e-38,0.0,0.0,8.092428566552602e-40,0.0,1.0,9.024362110251822e-43,0.0,1.126083445931423e-41,1.4960623828031666e-36,1.799267228193065e-42,0.0,0.0,1.3194735641362695e-38,0.0,5.716164889766177e-29,7.574858978754231e-41,0.0,1.5414283107572988e-44,0.0,6.53065570957523e-29,1.401298464324817e-45,4.203895392974451e-45,6.032784404391313e-34,0.0,0.0,0.0,0.0,5.678061377444159e-42,0.0,2.5204796175103396e-24,0.0,0.0,0.0,0.0,6.620866320185953e-34,0.0,0.0,2.253287930634306e-42,2.466285297211678e-43,2.2093815991784173e-31,2.3261554507791963e-43,0.0,0.0,0.0,0.0,0.0,0.0,1.0490858025650866e-32,4.90454462513686e-44,8.407790785948902e-45,0.0,6.688147663459922e-23,0.0,0.0,0.0,1.3018090064682165e-32,0.0,1.401298464324817e-45,3.240871403296158e-30,0.0,3.33344353913779e-38,6.390487794524016e-34,0.0,0.0,0.0,0.0,5.74532370373175e-44,0.0,2.802596928649634e-45,0.0,0.0,4.730909625340748e-33,0.0,0.0,0.0,7.118596198770071e-43,0.0,0.0,0.0,0.0,6.006709928860051e-30,9.418561499381618e-32
441,0.0,5.63511832056088e-32,0.0,0.0,9.680350262655083e-33,0.0,2.593144440922553e-34,2.7367359008263677e-42,1.1350517561031018e-41,4.016484581222951e-31,0.0,1.0,0.0,1.791738918230981e-31,1.4468658790283243e-23,0.0,1.5113564457128882e-40,1.401298464324817e-44,0.0,4.5732866327498276e-32,2.2137955283778095e-37,0.0,8.420402472127826e-42,0.0,1.116644299475731e-39,0.0,0.0,0.0,2.382207389352189e-44,4.005808196099404e-29,5.184804318001823e-44,0.0,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8841178512201934e-25,8.932506163734186e-23,1.0232413837679078e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2274738844961836e-33,0.0,0.0,3.3489631998898803e-41,1.8216880036222622e-44,0.0,0.0,0.0,0.0,0.0,1.1756894115685215e-42,0.0,0.0,0.0,2.228064558276459e-43,0.0,5.51693061844886e-36,0.0,0.0,0.0,0.0,0.0,1.2611686178923354e-44,1.0138394389390052e-41,1.401298464324817e-45,0.0,0.0,0.0,2.5783891743576634e-43,0.0,0.0,0.0,5.476384357238738e-34,0.0,0.0,9.652557755845004e-31,1.3390431814793148e-35,0.0,3.073830595984778e-23,0.0,0.0,1.9665822648334483e-40
